"Orthogroup"	"Kluyveromyces_marxianus_DMKU3_1042"	"Saccharomyces_cerevisiaeS288c"	"Scheffersomyces_stipitis_CBS6054"	"Schizosaccharomyces_pombe_972"
"OG0002319"	"W0TII5"	"Q12160"	"A3LUZ8"	"Q09714"
"OG0002320"	"W0TK22"	"P53334 Q04951"	"A3LW55"	""
"OG0002321"	"W0T5S7"	"Q3E846"	"A3GI77"	"G2TRP6"
"OG0002322"	"W0TH19"	"Q12001"	"A3LPA6"	"O43053"
"OG0002323"	"W0T8S2"	"P25605"	"A3GGC4"	"O60086"
"OG0002324"	"W0TD33"	"Q05021"	"A3LTI3"	"O13701"
"OG0002325"	"W0TFY1"	"P47133"	"A3LVS1"	"O60110"
"OG0002326"	"W0TAH3"	"P32047 P40463"	"A3LXW5"	""
"OG0002327"	"W0T376"	"Q05867"	"A3LRS2"	"O42997"
"OG0002328"	"W0TDX3"	"P20457"	"A3GF16"	"O74761"
"OG0002329"	"W0T4B8 W0T9A0"	"P53077"	"A3LY44"	""
"OG0002330"	"W0T6Z0"	"P46943"	"A3LW22"	"O13869"
"OG0002331"	"W0TGI7"	"P22543"	"A3LQL4"	"P50520"
"OG0002332"	"W0T938"	"P14904"	"A3LUH6 A3LVB5"	""
"OG0002333"	"W0TBV2"	"P32639"	"A3GEY0"	"Q9UT24"
"OG0002334"	"W0T9X0"	"Q03778"	"A3M0C9"	"O74866"
"OG0002335"	"W0TCF6"	"P40004"	"A3LU25"	"O74750"
"OG0002336"	"W0TE84"	"P42942"	"A3LPS0"	"O94362"
"OG0002337"	"W0TED2"	"P32379"	"A3LP99"	"Q9UT97"
"OG0002338"	"W0T4P7"	"P47818"	"A3LPV1"	"Q9P6J2"
"OG0002340"	"W0T686"	"P32567"	"A3LN62"	"Q9UUJ6"
"OG0002341"	"W0TAI2"	"Q12377"	"A3LTN8"	"Q9P7S2"
"OG0002342"	"W0T2W5"	"P34087"	"A3GFG7"	"O14459"
"OG0002343"	"W0T8R1"	"P32191"	"A3GEZ4"	"O14400"
"OG0002344"	"W0T536"	"Q04174"	"A3LNB4"	"Q09837"
"OG0002345"	"W0T9Y0"	"P53191"	"A3LRN3"	"Q9Y7M3"
"OG0002346"	"W0TD50"	"P19736"	"A3LZB0"	"O59706"
"OG0002347"	"W0TC69"	"Q04080"	"A3LZH3"	"Q10351"
"OG0002348"	"W0T9N6"	"P41800"	"A3LSW7"	"O74368"
"OG0002349"	"W0TEH9"	"P32787"	"A3LRA7"	"O14354"
"OG0002350"	"W0TF43"	"P07263"	"A3LQP9"	"O43011"
"OG0002351"	"W0TC42"	"Q06551"	"A3LXI5"	"O74384"
"OG0002352"	"W0T916"	"Q3E793"	"A3GI44"	"Q12238"
"OG0002353"	"W0TEC9"	"P38061"	"A3LV31"	"P79015"
"OG0002354"	"W0T7R2"	"P50875"	"A3GFX1"	"O14174"
"OG0002355"	"W0TFU5"	"Q03067"	"A3LPV8"	"Q5FC18"
"OG0002356"	"W0TER3"	"Q12389"	"A3LZT3"	"Q09719"
"OG0002357"	"W0T7W9"	"P17555"	"A3M087"	"P36621"
"OG0002358"	"W0T9B2"	"Q99260"	"A3LXT6"	"P17608"
"OG0002359"	"W0TG57"	"P38111"	"A3LVH6"	"Q02099"
"OG0002360"	"W0TGD5"	"P19735"	"A3GI67"	"Q12381"
"OG0002361"	"W0T665"	"Q12368"	"A3LUL7"	"Q09776"
"OG0002362"	"W0TJ17"	"P53267"	"A3LPT1"	"Q9HDZ6"
"OG0002363"	"W0T7C4"	"P08678"	"A3LSN1"	"P14605"
"OG0002364"	"W0TD16"	"Q12109"	"A3GHY8"	"Q09692"
"OG0002365"	"W0T5J9"	"Q01477"	"A3LUR1"	"O94269"
"OG0002366"	"W0T2D8"	"P53843"	"A3LNI8"	"O74490"
"OG0002367"	"W0TDR1"	"P10507"	"A3LXK3"	"Q9P7X1"
"OG0002368"	"W0T4I2"	"P33334"	"A3LYV9"	"O14187"
"OG0002369"	"W0T8L4"	"Q08702"	"A3M0E7"	"O74859"
"OG0002370"	"W0T4F9"	"P54858"	"A3LWP9"	"O13905"
"OG0002371"	"W0T5C9"	"Q06102"	"A3LT53"	"Q9UTD1"
"OG0002372"	"W0T9J7"	"P43570"	"A3LVN5"	"O94661"
"OG0002373"	"W0T9A7"	"P43616"	"A3LVT2"	"Q9P6I2"
"OG0002374"	"W0T681"	"P54790"	"A3LNX6"	"Q10067"
"OG0002375"	"W0TF72"	"P47143"	"A3LRF5"	"P78825"
"OG0002376"	"W0T8P8"	"P43620"	"A3LWB2"	"Q09877"
"OG0002377"	"W0TDE8"	"P06197"	"A3GF63"	"Q10153"
"OG0002378"	"W0TBS2"	"P38804"	"A3LYG7"	"Q9P7K6"
"OG0002379"	"W0T7M5"	"P53323"	"A3LNT2"	"Q9P7N1"
"OG0002380"	"W0TD64"	"Q12523"	"A3LQC7"	"O74763"
"OG0002381"	"W0T5K6"	"Q03532"	"A3LNR6"	"Q09916"
"OG0002382"	"W0TAW1"	"P53227"	"A3LYH5"	"O74939"
"OG0002383"	"W0TBY7"	"P09368"	"A3LVP7"	"O74524"
"OG0002384"	"W0TFK0"	"P38747"	"A3LZC5"	"Q9UUK3"
"OG0002385"	"W0TDV0"	"P53921"	"A3LXA0"	"G2TRP2"
"OG0002386"	"W0T9D0"	"P40454"	"A3LZR1"	"O36016"
"OG0002387"	"W0T758"	"Q12481"	"A3LP95"	"Q9P6P2"
"OG0002388"	"W0TAP0"	"Q07458"	"A3LUK2"	"O94707"
"OG0002389"	"W0TC08"	"P53301"	"A3GGK1 A3LNQ4"	""
"OG0002390"	"W0TCD5"	"P47035 Q02208"	"A3LUE9"	""
"OG0002391"	"W0T903"	"Q12186"	"A3GHC4"	"O74555"
"OG0002392"	"W0TG63"	"Q12464"	"A3LPC5"	"O94692"
"OG0002393"	"W0TAG4"	"Q12517"	"A3GFW8"	"Q9P805"
"OG0002394"	"W0T778"	"P40360"	"A3GG03"	"O94330"
"OG0002395"	"W0T9H0"	"Q05471"	"A3LYG2"	"O13682"
"OG0002396"	"W0TGR2"	"P40079"	"A3LQ07"	"Q09713"
"OG0002397"	"W0TAV6"	"P06168"	"A3LUW4"	"P78827"
"OG0002398"	"W0T6I5"	"Q03337"	"A3GI95"	"Q9P7N9"
"OG0002399"	"W0TFG6"	"Q12361"	"A3LZ61"	"O94744"
"OG0002400"	"W0T7V0"	"P46957"	"A3LNR7"	"P87324"
"OG0002401"	"W0TAF7"	"P36026 P40453"	"A3LYP3"	""
"OG0002402"	"W0T805"	"P36150"	"A3LUM7"	"O74468"
"OG0002403"	"W0TDW4"	"P39078"	"A3GGF2"	"P50999"
"OG0002404"	"W0T8U0"	"P32471"	"A3LSA0"	"O74173"
"OG0002405"	"W0THU4"	"P32178"	"A3LWZ3"	"O13739"
"OG0002406"	"W0TFF9"	"Q03262"	"A3LZK5"	"O74478"
"OG0002407"	"W0TAR9"	"P38237"	"A3LTF5"	"Q11119"
"OG0002408"	"W0TGA0"	"Q00402"	"A3GH74"	"Q9Y7J9"
"OG0002409"	"W0T381"	"Q05881"	"A3LS14"	"Q10368"
"OG0002410"	"W0TB17"	"P53064"	"A3LSF5"	"O94667"
"OG0002411"	"W0T8X5"	"P47822"	"A3LS24"	"O94376"
"OG0002412"	"W0TAN1"	"Q04632"	"A3LSV0"	"Q96WW5"
"OG0002413"	"W0T9Q3"	"Q12465"	"A3GHX9"	"O14239"
"OG0002414"	"W0TBF2"	"P28004"	"A3LT86"	"Q09882"
"OG0002415"	"W0TAK1"	"P32495"	"A3M070"	"Q9P7H0"
"OG0002416"	"W0TAK5"	"Q12315"	"A3LYH3"	"O94652"
"OG0002417"	"W0TBY3"	"Q03771"	"A3GHW4"	"Q1MTN8"
"OG0002418"	"W0T503"	"P32378"	"A3GIC9"	"Q10252"
"OG0002419"	"W0TE41"	"P01123"	"A3LRF3"	"P11620"
"OG0002420"	"W0TFI3"	"P04050"	"A3GID7"	"P36594"
"OG0002421"	"W0TKK2"	"P42839"	"A3GIB9"	"Q9P7B3"
"OG0002422"	"W0T5H1"	"P39706"	"A3LP31"	"O42858"
"OG0002423"	"W0TB44 W0TFM4"	"P38767"	"A3LSB0"	""
"OG0002424"	"W0TB25"	"Q3E833"	"A3LZP9"	"Q10220"
"OG0002425"	"W0TGP1"	"P23503"	"A3LYR2"	"Q9Y7N7"
"OG0002426"	"W0TCC1"	"P40553"	"A3LNI2"	"O94561"
"OG0002427"	"W0TBE3"	"P38082 Q03125"	"A3LWK5"	""
"OG0002428"	"W0TIT8"	"P20486"	"A3LVH5"	"P08463"
"OG0002429"	"W0T3X8"	"P51601"	"A3LNS0"	"O13774"
"OG0002430"	"W0T3Z2"	"P53331"	"A3LWX8"	"O94443"
"OG0002431"	"W0T718"	"Q01802"	"A3GGR0"	"O94320"
"OG0002432"	"W0T9S3"	"P25635"	"A3GH45"	"Q9C1X1"
"OG0002433"	"W0TE02"	"P32469"	"A3LVJ1"	"O74898"
"OG0002434"	"W0T6Z5"	"Q06554"	"A3LYC9"	"Q9UTL9"
"OG0002435"	"W0TF94"	"P36084"	"A3LNC9"	"P36629"
"OG0002436"	"W0T6Y5"	"Q12446"	"A3LS13"	"O36027"
"OG0002437"	"W0T9E5"	"Q99247"	"A3GI05"	"Q09731"
"OG0002438"	"W0TD89"	"P40565"	"A3LXE9"	"O94290"
"OG0002439"	"W0T4U3"	"P39707"	"A3LT26"	"O60156"
"OG0002440"	"W0T511"	"Q12692"	"A3GHC1"	"P48003"
"OG0002441"	"W0TJ78"	"P35177"	"A3GGX3"	"P87152"
"OG0002442"	"W0T7Q3"	"P33892"	"A3LYJ8"	"Q10105"
"OG0002443"	"W0T9P1"	"Q04659"	"A3LW29"	"O14350"
"OG0002444"	"W0T668"	"P25343"	"A3M0P7"	"Q9UUM7"
"OG0002445"	"W0TDS4"	"P10964"	"A3LYS3"	"P15398"
"OG0002446"	"W0TDF3"	"Q03018"	"A3GFF5"	"P18296"
"OG0002447"	"W0TAZ6"	"P53082"	"A3GH20"	"O14280"
"OG0002448"	"W0TBJ6"	"P32361"	"A3LWV1"	"O94537"
"OG0002449"	"W0TEV4"	"P38255"	"A3GG93"	"O94355"
"OG0002450"	"W0T6C3"	"P41733"	"A3LVF4"	"O13883"
"OG0002451"	"W0T983"	"Q12152"	"A3LUB0"	"Q9URY1"
"OG0002452"	"W0TE87"	"P37304 Q03088"	"A3GHQ4"	""
"OG0002453"	"W0TGM0"	"P53333"	"A3LW59"	"Q9P6R9"
"OG0002454"	"W0T3K2 W0T7A8"	"P53630"	"A3M0N5"	""
"OG0002455"	"W0T688"	"P23369"	"A3GIB5"	"Q9UUJ5"
"OG0002456"	"W0TDC8"	"P32606"	"A3GFN5"	"O74832"
"OG0002457"	"W0TAQ7"	"Q07648"	"A3LVT7"	"O14274"
"OG0002458"	"W0T5L8"	"P36224"	"A3LNR2"	"Q9USP4"
"OG0002459"	"W0TDT2"	"P00549"	"A3LUJ3"	"Q10208"
"OG0002460"	"W0T4G5"	"P38208"	"A3GHY1"	"Q7Z996"
"OG0002461"	"W0TI75"	"P53622"	"A3LNZ5"	"Q96WV5"
"OG0002462"	"W0T3T0"	"P09959"	"A3GHS0"	"P01129"
"OG0002463"	"W0TCE0"	"P40055"	"A3LPS9"	"Q9P4X3"
"OG0002464"	"W0TCU4"	"P40160"	"A3LZ16"	"Q9P7W5"
"OG0002465"	"W0TF52"	"Q12028"	"A3LQX8"	"Q9UU81"
"OG0002466"	"W0TCX1"	"P25043"	"A3GI79"	"Q09841"
"OG0002467"	"W0TDI9"	"P28737"	"A3M0D7"	"Q9P7J5"
"OG0002468"	"W0T753"	"P12687"	"A3LYU4"	"Q9HDV5"
"OG0002469"	"W0TGE9"	"P38358"	"A3LZP4"	"B5BP47"
"OG0002470"	"W0TDY9"	"P46947"	"A3GI23"	"O94417"
"OG0002471"	"W0TH33"	"P20081"	"A3LPE9"	"O42993"
"OG0002472"	"W0T4W3"	"Q08647"	"A3LW69"	"O74343"
"OG0002473"	"W0TC43"	"Q02608"	"A3LWG1"	"O43020"
"OG0002474"	"W0TB66"	"P37370"	"A3LVW7"	"Q9P6R1"
"OG0002475"	"W0TAY6"	"P20606"	"A3LTA2"	"Q01475"
"OG0002476"	"W0T6R3"	"P05373"	"A3LN97"	"P78974"
"OG0002477"	"W0TE68"	"P47142"	"A3LVS3"	"O74967"
"OG0002478"	"W0T8R7"	"Q12447"	"A3LWP6"	"Q9UT25"
"OG0002479"	"W0T6F0"	"Q02774"	"A3LTL0"	"Q9Y876"
"OG0002480"	"W0TFP5"	"P40486"	"A3LT39"	"O43076"
"OG0002481"	"W0T6B3"	"P25586"	"A3LNJ9"	"O74777"
"OG0002482"	"W0T9L4"	"Q08685"	"A3LNJ3"	"Q10299"
"OG0002483"	"W0TH22"	"Q06214"	"A3LPR4"	"O13856"
"OG0002484"	"W0TGN2"	"P53063"	"A3LNL5"	"O13836"
"OG0002485"	"W0T7S1"	"Q08144"	"A3LTG0"	"Q9P6P1"
"OG0002486"	"W0T2E8"	"P53846"	"A3LPB6"	"Q9Y7Q1"
"OG0002487"	"W0T5A3"	"P14741"	"A3LWH5"	"Q9USP0"
"OG0002488"	"W0TC06"	"P43636"	"A3LTA0"	"Q96WW6"
"OG0002489"	"W0TG34"	"Q01976"	"A3GHN3"	"Q9P791"
"OG0002490"	"W0THQ3"	"P16661"	"A3GH69"	"O13933"
"OG0002491"	"W0TE49"	"P50623"	"A3LZ35"	"P40984"
"OG0002492"	"W0T3H3"	"P38860"	"A3LP86"	"Q9UT06"
"OG0002493"	"W0TCT6"	"P53032 Q12286"	"A3LZ58"	""
"OG0002494"	"W0TFW7"	"Q12189"	"A3LP13"	"Q9UTL3"
"OG0002495"	"W0TEG2"	"P32794"	"A3LZ33"	"O60058"
"OG0002496"	"W0T408"	"P00724"	""	"O42878 O59852"
"OG0002497"	"W0T8R8"	"P53889"	"A3GGU8"	"Q9P7L4"
"OG0002498"	"W0T6M3"	"P15891"	"A3GGK5"	"Q9P7E8"
"OG0002499"	"W0TGR4"	"P42841"	"A3GFN3"	"Q9UTN4"
"OG0002500"	"W0T5J7"	"P46672"	"A3LQV6"	"Q9P6K7"
"OG0002501"	"W0T3E7"	"P38889"	"A3LZG6"	"O14283"
"OG0002502"	"W0TD56"	"P21734"	"A3LRK3"	"O74810"
"OG0002503"	"W0TC03"	"Q12427"	"A3LTZ1"	"Q9P7B0"
"OG0002504"	"W0TFA7"	"P53250"	"A3LVZ4"	"O94399"
"OG0002505"	"W0TCX7"	"P36016"	"A3LND0"	"Q10061"
"OG0002506"	"W0TFG4"	"P36517"	"A3LYY9"	"P87232"
"OG0002507"	"W0TBK6"	"P20484"	"A3GF77"	"O74453"
"OG0002508"	"W0TFA9"	"P25808"	"A3LX02"	"O74764"
"OG0002509"	"W0TF89"	"Q03124"	"A3GFU1"	"Q9P7W8"
"OG0002510"	"W0T9F0"	"P42945"	"A3GGS6"	"O60179"
"OG0002511"	"W0T5I4"	"P38328"	"A3LXY4"	"P78774"
"OG0002512"	"W0T958"	"P52490"	"A3LZD6"	"O13685"
"OG0002513"	"W0TE28"	"P49704"	"A3LVX9"	"O42904"
"OG0002514"	"W0TG36"	"Q06104"	"A3GGP4"	"O14175"
"OG0002515"	"W0TCG7"	"P40568"	"A3GFK6"	"Q9UUB5"
"OG0002516"	"W0T6Y9"	"Q05942"	"A3GG36"	"G2TRL3"
"OG0002517"	"W0TAQ4"	"P20795"	"A3LT34"	"Q9P7V6"
"OG0002518"	"W0TF36"	"Q12284"	"A3LPH7"	"Q9Y806"
"OG0002519"	"W0T9R1"	"P48525"	"A3LQV1"	"Q9HDX9"
"OG0002520"	"W0TDT0"	"P48569"	"A3LP02"	"O13942"
"OG0002521"	"W0T3Q6"	"Q12487"	"A3GFG6"	"O60118"
"OG0002522"	"W0TGM5"	"P48439"	"A3LNP0"	"Q8TFH3"
"OG0002523"	"W0THA7"	"P38962"	"A3LRT4"	"Q9Y7K7"
"OG0002524"	"W0TBA2"	"P38753"	"A3LXQ8"	"O74749"
"OG0002525"	"W0TDK4"	"Q08236"	"A3GHY5"	"Q9P7Y9"
"OG0002526"	"W0TBF5"	"P52553"	"A3GGY3"	"O14450"
"OG0002527"	"W0TDV7"	"Q12063"	"A3LZR9"	"Q9Y7K8"
"OG0002528"	"W0T6B2"	"P38930"	"A3LVM4"	"P40232"
"OG0002529"	"W0TF02"	"P41940"	"A3GET1"	"O74484"
"OG0002530"	"W0TIU1"	"P32842"	"A3LPC4"	"Q9URZ8"
"OG0002531"	"W0TA31"	"P40093"	"A3LR59"	"Q9P7T6"
"OG0002532"	"W0TB35"	"P21771"	"A3M0H1"	"O13602"
"OG0002533"	"W0T3K1"	"P39515"	"A3LW50"	"P87130"
"OG0002534"	"W0T9V5"	"P38333"	"A3LSB1"	"O60071"
"OG0002535"	"W0TBQ5"	"Q03654"	"A3LQ91"	"P39964"
"OG0002536"	"W0TA96"	"P47076"	"A3LNP3"	"Q9C0Z9"
"OG0002537"	"W0TB27"	"P16639"	"A3LMY8"	"O14133"
"OG0002538"	"W0TEB6"	"Q06682"	"A3LWU2"	"O14048"
"OG0002539"	"W0TDW0"	"P53691"	"A3GID6"	"Q11004"
"OG0002540"	"W0TD67"	"Q12520"	"A3GHM5"	"Q8WZJ9"
"OG0002541"	"W0TGG2"	"P53962"	"A3M0H5"	"Q9Y7T2"
"OG0002542"	"W0T7H8"	"P32792"	"A3LXU8"	"Q9URV8"
"OG0002543"	"W0T8I3"	"P47117"	"A3LYF0"	"P32390"
"OG0002544"	"W0T8T9"	"P05150"	"A3LTD1"	"P31317"
"OG0002545"	"W0T318"	"Q12400"	"A3LTX8"	"O14214"
"OG0002546"	"W0TEP6"	"P53540"	"A3LV76"	"Q9USQ2"
"OG0002547"	"W0TFJ1"	"Q06493"	"A3GFI8"	"O13920"
"OG0002548"	"W0T8D9"	"Q08831"	"A3LX24"	"Q9P6R7"
"OG0002549"	"W0THF2"	"P25846"	"A3M094"	"O13921"
"OG0002550"	"W0TH32"	"P38179"	"A3LTB7"	"Q9Y7I4"
"OG0002551"	"W0T8Z5"	"P23542"	"A3LZ01"	"O42652"
"OG0002552"	"W0TFN8"	"P38065"	"A3LWS6"	"Q9C0W7"
"OG0002553"	"W0T737"	"P53732"	"A3GFR4"	"O14182"
"OG0002554"	"W0TA17"	"P48743"	"A3LXY9"	"P48383"
"OG0002555"	"W0TB86"	"P30620"	"A3LR86"	"Q10264"
"OG0002556"	"W0T809"	"P34756"	"A3LTF8"	"O59722"
"OG0002557"	"W0T9K0"	"Q01519"	"A3LRK7"	"O94581"
"OG0002559"	"W0T820"	"P09032"	"A3M0A6"	"P56288"
"OG0002560"	"W0TA74"	"P38694"	"A3LYG4"	"Q9P7K9"
"OG0002561"	"W0T6T3"	"P43122"	"A3LSY4"	"O94710"
"OG0002562"	"W0TFR1"	"Q12176"	"A3GHJ3"	"O36021"
"OG0002563"	"W0TA51"	"Q12252"	"A3LTU0"	"Q09766"
"OG0002564"	"W0T5T1"	"P53277"	"A3LY59"	"O59733"
"OG0002565"	"W0T990"	"P35190"	"A3LXX6"	"O14336"
"OG0002566"	"W0T9J4"	"Q07988"	"A3GGZ8 A3M064"	""
"OG0002567"	"W0T831"	"P40422"	"A3GGV5"	"P48011"
"OG0002568"	"W0TG18"	"P32462"	"A3LU51"	"Q09195"
"OG0002569"	"W0T9P8"	"P38242"	"A3LW92"	"O14199"
"OG0002570"	"W0TD06"	"Q02939"	"A3LP82"	"P87303"
"OG0002571"	"W0T2F2"	"P53318"	"A3LXM0"	"Q9Y7Z9"
"OG0002572"	"W0TF39"	"Q03308"	"A3LXC2"	"Q9UT38"
"OG0002573"	"W0TB78"	"P00937"	"A3LYT4"	"Q92370"
"OG0002574"	"W0TGQ7"	"P25046"	"A3LV29"	"Q9Y7N2"
"OG0002575"	"W0TGG5"	"P22141"	"A3LQN2"	"Q09720"
"OG0002576"	"W0T4S3"	"P34247"	"A3LQS6"	"Q10106"
"OG0002577"	"W0T7X0"	"P38771"	"A3M0B0"	"O74734"
"OG0002578"	"W0TG27"	"Q01217"	"A3LQ97"	"P31318"
"OG0002579"	"W0TGM3"	"Q06667"	"A3LTK1"	"Q9USK0"
"OG0002580"	"W0TCM9"	"P06101"	"A3LTH2"	"O94740"
"OG0002581"	"W0T9J6"	"P38810"	"A3LN83"	"Q9USS7"
"OG0002582"	"W0T5Y3"	"P40970"	"A3LWQ1"	"Q09925"
"OG0002583"	"W0T848"	"P40533"	"A3LNI1"	"O42841"
"OG0002584"	"W0T7U9"	"P23060"	"A3LRD6"	"Q09839"
"OG0002585"	"W0TD58"	"P07258"	"A3GGA8"	"O60060"
"OG0002586"	"W0T7J4"	"P06844"	"A3GIA3"	"O14311"
"OG0002587"	"W0TDB0"	"P22804"	"A3LU27"	"O13932"
"OG0002588"	"W0TB98"	"P33202"	"A3LXR1"	"Q10435"
"OG0002589"	"W0TI78"	"P53942"	"A3LSC6"	"Q10236"
"OG0002590"	"W0TEN8"	"P54791"	"A3LVE0"	"Q9Y794"
"OG0002591"	"W0TD93"	"P40395"	"A3LX40"	"O42656"
"OG0002592"	"W0TB37"	"Q04638"	"A3GHG7"	"Q9US46"
"OG0002593"	"W0TB63"	"P41697"	"A3LPM1"	"O13735"
"OG0002594"	"W0TCW9"	"P32499"	"A3LVB8"	"Q9USL4"
"OG0002595"	"W0T5M3"	"P07285"	"A3GEY1"	"O60122"
"OG0002596"	"W0T8G0"	"P32579"	"A3M0L4"	"O94530"
"OG0002597"	"W0TCR3"	"P39726"	"A3GI53"	"Q9HDV9"
"OG0002598"	"W0TFY6"	"P00830"	"A3LST8"	"P22068"
"OG0002599"	"W0TF77"	"P47155"	"A3LRE9"	"Q9P7H7"
"OG0002600"	"W0T8X3"	"P17423"	"A3LZ82"	"O43056"
"OG0002601"	"W0TH59"	"P33759"	"A3LRX8"	"Q10234"
"OG0002602"	"W0TJR6"	"Q07084"	"A3LWP8"	"P87323"
"OG0002603"	"W0T4Y2"	"P26309"	"A3LUV3"	"P78972"
"OG0002604"	"W0T5M6"	"P32505"	"A3GFH6"	"O13713"
"OG0002605"	"W0T8Q5"	"P36168 P40456"	"A3GG75"	""
"OG0002606"	"W0T6R0"	"P40086"	"A3LUY5"	"Q10361"
"OG0002607"	"W0T7X4"	"Q03529"	"A3LS87"	"O13846"
"OG0002608"	"W0T5Y6"	"Q06096"	"A3LT54"	"O74990"
"OG0002609"	"W0T8L0"	"P48527"	"A3LUW1"	"O74890"
"OG0002610"	"W0TBG7"	"P22516"	"A3LN13"	"O14147"
"OG0002611"	"W0TIF1"	"P18496"	"A3LZ27"	"Q09836"
"OG0002612"	"W0TEN6"	"P53859"	"A3LXJ2"	"O59821"
"OG0002613"	"W0TC79"	"P09798"	"A3GF78"	"P41889"
"OG0002614"	"W0TF40"	"P41807"	"A3M036"	"O14265"
"OG0002615"	"W0T5H5"	"P38929"	"A3LP26"	"Q9HDW7"
"OG0002616"	"W0T6U3"	"Q12499"	"A3LUT0"	"Q9P7S7"
"OG0002617"	"W0TAI8"	"Q06168"	"A3LPL9"	"Q9USM3"
"OG0002618"	"W0TGH4"	"P19263"	"A3LZ54"	"Q9P7Y4"
"OG0002619"	"W0T6F4"	"P40030"	"A3LN27"	"O74820"
"OG0002620"	"W0T911"	"Q02516"	"A3M0J2"	"P79007"
"OG0002621"	"W0TG72"	"P39965"	"A3M0H9"	"O74765"
"OG0002622"	"W0TEM3"	"P32464"	"A3LVU3"	"Q9P7Q8"
"OG0002623"	"W0THT9"	"Q03496"	"A3LW90"	"O60081"
"OG0002624"	"W0TI96"	"P39727"	"A3LZB8"	"Q09895"
"OG0002625"	"W0T997"	"P16622"	"A3LYF6"	"O59786"
"OG0002626"	"W0THV6"	"P38840"	"A3GF91 A3GGR2"	""
"OG0002627"	"W0TEV1"	"P27697"	"A3GFH8"	"Q92338"
"OG0002628"	"W0T925"	"P36119"	"A3LQS9"	"O13855"
"OG0002629"	"W0TJN0"	"Q08387"	"A3LNB9"	"O74833"
"OG0002630"	"W0T6I7"	"P48415"	"A3LZ57"	"O14029"
"OG0002631"	"W0TH44"	"P48837"	"A3LQZ4"	"O42963"
"OG0002632"	"W0TA89"	"P07347"	"A3GI98"	"Q9UTI3"
"OG0002633"	"W0TBR6"	"Q08421"	"A3LUM8"	"Q9USJ7"
"OG0002634"	"W0TBJ4"	"P16658"	"A3GGG3"	"Q8TFH7"
"OG0002635"	"W0T3W6"	"P53845"	"A3LPC0"	"P87148"
"OG0002636"	"W0TJW6"	"P40492"	"A3LPW2"	"Q9URU9"
"OG0002637"	"W0TDK5"	"P36002 P47116"	"A3LV32"	""
"OG0002638"	"W0T9H1"	"P25554"	"A3M0K1"	"Q9USW9"
"OG0002639"	"W0T9R9"	"P00498"	"A3LQN3"	"P40373"
"OG0002640"	"W0TAP1"	"Q06822"	"A3LXM4"	"Q9UTR9"
"OG0002641"	"W0TE46"	"P43563"	"A3LX47"	"O74558"
"OG0002642"	"W0T5U4"	"Q02892"	"A3LPZ4"	"O94659"
"OG0002643"	"W0T956"	"Q04598"	"A3LZF9"	"Q9P7L9"
"OG0002644"	"W0TAP8 W0TCN6"	"Q12096"	"A3LT00"	""
"OG0002645"	"W0TIK5"	"Q12199"	"A3LVR8"	"Q9USK5"
"OG0002646"	"W0T972"	"P47120"	"A3LYE8"	"Q9P6K9"
"OG0002647"	"W0T807"	"P36112"	"A3LQS0"	"O59725"
"OG0002648"	"W0TJD9"	"P35718"	"A3GFY9"	"O94285"
"OG0002649"	"W0T9M8"	"P06704"	"A3M0A3"	"O74435"
"OG0002650"	"W0T8T2"	"P43577"	"A3LRR2"	"O13738"
"OG0002651"	"W0TET0"	"P43572"	"A3LZQ7"	"Q9UU94"
"OG0002652"	"W0TGQ9"	"P35729"	"A3GGA5"	"O43044"
"OG0002653"	"W0TIG5"	"P32367"	"A3GGE0"	"O14229"
"OG0002654"	"W0TD28"	"P47039"	"A3LUM6"	"O14209"
"OG0002655"	"W0TBD4"	"P35181"	"A3M047"	"Q9P7N2"
"OG0002656"	"W0T9V6"	"Q12233"	"A3GHX0"	"Q09774"
"OG0002657"	"W0TGE1"	"P33297"	"A3GEY5"	"O14126"
"OG0002658"	"W0TB24"	"P27692"	"A3LN55"	"O13936"
"OG0002659"	"W0T913"	"P05374"	"A3LQW6"	"O74787"
"OG0002660"	"W0TIN6"	"P38175"	"A3LQY6"	"Q8WZK1"
"OG0002661"	"W0T8Y3"	"Q06651"	"A3LS23"	"Q9HGN5"
"OG0002662"	"W0TD65"	"Q9URQ3"	"A3LPM0"	"Q9P7N4"
"OG0002663"	"W0TEH2"	"Q06245"	"A3LZL6"	"O13705"
"OG0002664"	"W0T7A4"	"P53139"	"A3LQ50"	"G2TRK9"
"OG0002665"	"W0T4C7"	"Q06697"	"A3LX30"	"Q9UUE7"
"OG0002666"	"W0T5L0"	"Q07845"	"A3LYV1"	"Q9UU96"
"OG0002667"	"W0T841"	"P06839"	"A3M0P3"	"P26659"
"OG0002668"	"W0TE25"	"P38757"	"A3GGD6"	"O59718"
"OG0002669"	"W0TBK9"	"P40327"	"A3LNG1"	"P36612"
"OG0002670"	"W0TAC6"	"P06778"	""	"O42905 P36592"
"OG0002671"	"W0TDD8"	"P53254"	"A3GGP2"	"O94676"
"OG0002672"	"W0TA70"	"Q05549"	"A3LWQ5"	"O13983"
"OG0002673"	"W0TCG6"	"P32447"	"A3LXW8"	"O74515"
"OG0002674"	"W0TIX8"	"P69851"	"A3LZ06"	"Q50HP4"
"OG0002675"	"W0TD13"	"Q99210"	"A3LSC0"	"O14141"
